,Open,High,Low,Close,Volume
2005-01-03,36.022892916752085,36.022892916752085,34.943554291786675,35.328067779541016,229718.0
2005-01-04,38.99107588159801,38.99107588159801,35.28085239369683,35.35505676269531,109614.0
2005-01-05,36.42763460785541,36.42763460785541,33.72929251641573,34.086822509765625,25010.0
2005-01-06,35.73956074315353,35.73956074315353,32.39361666326309,34.13404846191406,19513.0
2005-01-07,35.07847143892236,35.07847143892236,34.33642786323084,34.48483657836914,32689.0
2005-01-10,35.75305842256238,35.75305842256238,33.729300731340324,34.50507354736328,65643.0
2005-01-11,34.67372953128382,34.67372953128382,32.78488832207342,33.03448486328125,36389.0
2005-01-12,33.189627413725404,34.65347938588644,33.054710413432964,33.14240646362305,35283.0
2005-01-13,33.1221634480324,35.078462148448544,33.05470495901763,34.40387725830078,67111.0
2005-01-14,34.4038878201089,34.66023015706076,33.87096559328792,34.39039611816406,35905.0
2005-01-17,34.40387725830078,34.52530253852738,33.99912632421213,34.40387725830078,39096.0
2005-01-18,34.410616920322255,35.34829226802531,34.40387107263365,35.2943229675293,25871.0
2005-01-19,34.47132851067258,35.43598722005855,34.47132851067258,35.01774215698242,32058.0
2005-01-20,35.078471521759205,35.213388535839904,34.808637493597814,34.923316955566406,14360.0
2005-01-24,35.213387682487394,35.75305824472025,34.82212835113505,35.0852165222168,28641.0
2005-01-25,35.34830870416117,35.55068422891915,35.07847215216217,35.166168212890625,22587.0
2005-01-27,35.11220375087209,36.09035470483912,35.07847449449352,35.17291641235352,18177.0
2005-01-28,35.739567245742144,38.43791274313481,34.40388871833137,37.399051666259766,73655.0
2005-01-31,36.5625596977373,37.9724449561086,36.5625596977373,37.89149475097656,56001.0
2005-02-01,39.12599516362144,39.12599516362144,37.10223462154733,37.73634719848633,14805.0
2005-02-02,38.78126019145898,39.03065701375341,37.49270735604847,38.55957412719727,14942.0
2005-02-03,36.50896610637999,38.933659400861146,36.50896610637999,38.50414276123047,36056.0
2005-02-04,38.185482458684085,38.78126643925967,37.82524254622286,38.34482192993164,13919.0
2005-02-07,37.035477392683,37.9637877252226,37.035477392683,37.40957260131836,25744.0
2005-02-08,41.42764142691632,41.42764142691632,36.75144569329454,37.41650390625,10645.0
2005-02-09,37.4234300914308,38.1023436565284,37.409574712551255,37.86680221557617,12333.0
2005-02-10,37.54813155722504,37.89451605740434,36.85536255686645,36.96620559692383,13826.0
2005-02-11,37.68668016327047,37.68668016327047,37.2710188203423,37.40957260131836,10845.0
2005-02-14,37.68667691937544,37.68667691937544,36.25264282281915,37.38878631591797,25744.0
2005-02-15,37.409576240944254,37.7559607270846,37.409576240944254,37.54813003540039,35929.0
2005-02-16,37.40957184649875,37.825233181040055,37.40957184649875,37.56890869140625,16567.0
2005-02-17,37.54812530958765,37.963786640640855,37.40957153256991,37.84601593017578,26547.0
2005-02-18,37.68667318560135,38.10233445157005,37.54811943027845,38.05384063720703,44201.0
2005-02-21,37.47885399934876,38.04692456967185,37.47885399934876,37.91529846191406,30565.0
2005-02-22,37.4095770580192,37.68668465298386,37.06319256431336,37.65204620361328,10498.0
2005-02-23,37.40958463320415,37.9637999353583,37.40958463320415,37.7836799621582,6534.0
2005-02-24,38.49030855738857,38.49030855738857,36.92464768097555,36.945430755615234,13630.0
2005-02-25,37.68668016327047,37.9637877252226,37.2710188203423,37.40957260131836,30697.0
2005-02-28,37.68667916276125,38.10234049465441,37.409571608165805,37.44421005249024,5016.0
2005-03-01,36.8622858129496,37.409573257403295,36.716804340373294,36.8553581237793,15916.0
2005-03-02,37.13247600320096,37.82524511263012,37.06319909225804,37.160186767578125,15299.0
2005-03-03,36.87614558119081,38.79511829669614,36.87614558119081,38.02614212036133,18045.0
2005-03-04,38.78126539995998,38.78126539995998,37.90837381780685,38.337890625,24075.0
2005-03-07,38.10234151555599,38.933666788505626,37.40957261050556,38.78125762939453,59809.0
2005-03-08,38.65656090839201,39.619509728309005,38.52493481070551,39.1207160949707,67880.0
2005-03-09,38.54571367652402,44.988471832091335,38.54571367652402,40.644805908203125,90184.0
2005-03-10,44.29569846951473,44.29569846951473,41.56618426612063,41.72552108764648,60298.0
2005-03-11,42.25896875867948,42.25896875867948,40.87342816325815,41.01198196411133,45165.0
2005-03-14,41.01197225402822,41.49691044219936,40.17371937044353,40.817996978759766,73577.0
2005-03-15,40.596311644731685,41.275225119791614,40.1875754351026,40.52703475952149,7845.0
2005-03-16,40.734859466552734,40.87341321673983,40.20142494144389,40.734859466552734,13718.0
2005-03-17,40.18066107249852,40.84571934826558,39.90355087070596,40.416202545166016,71727.0
2005-03-18,43.64451191088936,43.64451191088936,40.36078146452199,40.92885208129883,34740.0
2005-03-21,39.69571723984436,40.87342710344902,39.69571723984436,40.65174102783203,11575.0
2005-03-22,40.45776680361062,40.45776680361062,39.9381874629706,40.0421028137207,15108.0
2005-03-23,39.19692424122613,39.501742600421615,38.27553888676847,38.73276901245117,24878.0
2005-03-24,38.11620025092323,38.93367021777442,38.10234487160184,38.79511642456055,8129.0
2005-03-28,37.74210500924577,38.8436102521854,37.74210500924577,38.79511642456055,29547.0
2005-03-29,40.180652333125046,40.180652333125046,38.102340499610776,38.10926818847656,9676.0
2005-03-30,38.1716140665839,45.58425085548655,38.1716140665839,38.80203628540039,41656.0
2005-03-31,39.21076835212877,39.62642963157187,38.79510707268567,38.98908233642578,5540.0
2005-04-01,38.93366902640904,40.04209933820219,38.93366902640904,39.76499176025391,6558.0
2005-04-04,39.07221889885217,39.93817999313814,38.79511134868066,39.23848342895508,9269.0
2005-04-05,39.89661834405562,40.18065620178961,39.00294639432475,40.14601516723633,4527.0
2005-04-06,39.30776059930994,39.764988060382606,39.30776059930994,39.49480819702149,3523.0
2005-04-07,39.418608024390366,39.76499250329823,39.418608024390366,39.474029541015625,7145.0
2005-04-08,38.8228282697335,39.34933269868144,38.79511751031519,39.28698348999024,13420.0
2005-04-11,38.6565625104026,40.18065681787614,38.52493640726124,39.196922302246094,7390.0
2005-04-12,38.13698789587956,39.76499774837326,38.13698789587956,39.29391479492188,8349.0
2005-04-13,39.48788494725656,39.9035463222311,39.07222357228203,39.605655670166016,13562.0
2005-04-15,38.51801406422588,39.62644456032781,38.379460252213136,39.53638458251953,17154.0
2005-04-18,38.330956336979845,39.432461514014015,38.330956336979845,39.14149856567383,9759.0
2005-04-19,40.02824659330377,40.8664996586466,39.67493440817052,39.80656051635742,14453.0
2005-04-20,39.34932947603639,39.48095557249341,38.93366811880367,39.26619720458984,4879.0
2005-04-21,38.93366848246884,39.34932984358409,38.93366848246884,39.1207160949707,8369.0
2005-04-22,39.07222684614802,39.07222684614802,38.79511923961279,38.82975769042969,7684.0
2005-04-25,39.487884920171936,39.487884920171936,38.79511596235621,39.474029541015625,7219.0
2005-04-26,38.9544532867565,39.55716228723684,38.79511642456055,38.79511642456055,16582.0
2005-04-27,38.93366216373142,39.08607130473844,38.79510839917958,38.808963775634766,12784.0
2005-04-28,38.93366961768024,39.07222340875855,38.79511582660193,38.81589889526367,4062.0
2005-04-29,39.47402029559564,39.48094798355122,38.79510687594814,38.99600982666016,20434.0
2005-05-02,38.93367442504734,38.93367442504734,36.88307547699969,38.51801300048828,18280.0
2005-05-03,38.96830866607789,38.96830866607789,38.79511642456055,38.79511642456055,25230.0
2005-05-04,38.93366375503906,39.07221752525391,38.518002444394526,38.753543853759766,4943.0
2005-05-05,38.83668941097501,40.0421076244988,38.83668941097501,39.61259078979492,34084.0
2005-05-06,40.04209375494496,40.52703453562616,39.072217367360366,39.42552947998047,21633.0
2005-05-09,40.18065336412778,41.35836050153061,38.829751413747175,40.68637466430664,37867.0
2005-05-10,40.18065074312059,41.84329600511633,40.18065074312059,41.711669921875,32518.0
2005-05-11,42.95173804903073,44.06017105012855,41.56619744438083,42.89631652832031,50098.0
2005-05-12,42.951726336382336,42.951726336382336,40.87341728959321,42.32823181152344,27026.0
2005-05-13,45.030049104948205,45.030049104948205,41.56619877581533,42.584571838378906,14981.0
2005-05-16,41.85022127546015,42.813172520945706,41.85022127546015,42.63998031616211,16905.0
2005-05-17,42.12040328979492,42.53606718962699,42.01649054844807,42.12040328979492,12490.0
2005-05-18,42.28666842810009,43.50594414271166,41.843293794766645,43.16648483276367,20243.0
2005-05-19,43.090293014569966,43.2149914395362,42.39752398697978,42.45987319946289,12338.0
2005-05-20,42.813188304277865,43.75535683252532,42.67463448937232,43.58909225463867,48009.0
2005-05-23,42.951732328891545,44.92612632814775,42.951732328891545,44.73215103149414,38861.0
2005-05-24,44.19872244040257,45.65353727967563,43.78306105775312,44.21257781982422,14653.0
2005-05-25,44.33035375715261,44.33728144767797,43.22884837673016,43.90083694458008,10865.0
2005-05-26,44.32342556012952,44.33728094102192,42.67463264704464,42.95174026489258,21119.0
2005-05-27,42.951726497767055,43.63064253077422,42.5360652042252,43.16648483276367,15759.0
2005-05-30,42.951724982975634,42.951724982975634,39.50173119447263,41.57311248779297,19425.0
2005-05-31,42.53607921596831,42.95174064643253,41.77403067322756,42.67463302612305,17668.0
2005-06-01,42.27974323965984,42.951729037283584,41.56618872333535,42.41136932373047,30790.0
2005-06-02,42.32131769754571,43.64450907409401,42.00264137073841,43.18035125732422,20634.0
2005-06-03,43.228830412755535,46.415569317045765,42.25895414224199,45.61195755004883,874069.0
2005-06-06,45.72281162514836,46.41558055756968,45.16859647921131,45.625823974609375,30550.0
2005-06-07,43.31889922743256,46.41557882677255,43.31889922743256,45.2863655090332,60842.0
2005-06-08,45.72280042836868,45.99990793347803,44.475816655376605,44.9468994140625,29058.0
2005-06-09,45.03003822498726,45.03003822498726,44.3372693613003,44.718292236328125,34461.0
2005-06-10,44.37192612190355,45.03005681409271,44.33728766441991,44.87071990966797,39933.0
2005-06-13,44.3372740066824,44.61438158119078,43.852335751292735,44.15715408325195,37672.0
2005-06-14,44.33727313952162,44.614380708610256,43.81769644748044,43.92161178588867,31152.0
2005-06-15,44.337264519888464,44.47581827749647,43.50594197424046,43.68606185913086,34549.0
2005-06-16,43.78306712902548,43.78306712902548,42.39752640784234,42.77162170410156,57146.0
2005-06-17,43.49210091718861,43.49210091718861,42.5360770880573,43.277339935302734,32856.0
2005-06-20,42.68155926015557,42.9448114904663,41.981859955861154,42.19662094116211,17022.0
2005-06-21,42.25895684455978,42.25895684455978,41.42763168692772,41.68395614624024,21770.0
2005-06-22,41.566200074324925,42.25897171392713,41.566200074324925,41.83638000488281,17644.0
2005-06-23,41.30987388813504,41.829450657083946,41.21981391485056,41.36529541015625,11085.0
2005-06-24,40.87342526632591,41.84330180355754,40.87342526632591,41.510772705078125,8423.0
2005-06-27,41.56619556811796,42.53607472366021,41.56619556811796,42.168907165527344,25206.0
2005-06-28,42.25896634624723,42.25896634624723,41.28908720875282,41.35836410522461,22998.0
2005-06-29,41.06739946520098,41.774023780395154,41.01197795028379,41.01890563964844,20688.0
2005-06-30,40.66558682120549,42.08576290833984,40.59630993890626,41.787872314453125,20605.0
2005-07-01,41.56619458547659,42.53607371809051,41.56619458547659,42.20354461669922,75226.0
2005-07-04,42.02341790538362,42.9448031187446,41.91257488265016,42.88245391845703,50054.0
2005-07-05,42.95172834884718,43.92160732913228,42.25895949642134,43.81076431274414,68722.0
2005-07-06,43.64451414220062,43.64451414220062,42.67463484293649,43.00716400146485,16626.0
2005-07-07,42.68848740625899,42.95173963938076,42.612282812460585,42.70927047729492,16381.0
2005-07-08,42.95172489052843,42.95172489052843,42.39750985321117,42.688472747802734,8124.0
2005-07-11,42.951738909419625,43.6445105190666,42.7439082025924,43.395111083984375,25348.0
2005-07-12,43.50595516144868,43.92161656026494,42.32824269102369,43.62372589111328,45077.0
2005-07-13,43.5171732840896,44.30459523256159,43.482331720089,43.74016189575195,45346.0
2005-07-14,43.90041928192783,43.90041928192783,43.48928635397804,43.795894622802734,41171.0
2005-07-15,45.99090913700096,47.6633087661204,43.774986523870176,45.12683868408203,63049.0
2005-07-18,45.29409535353175,45.57282786371098,44.45789782299401,44.62513732910156,59956.0
2005-07-19,45.2871134224628,45.705212062004975,44.84114154028448,45.6146240234375,84168.0
2005-07-20,46.68775547800368,46.68775547800368,45.58676212001575,45.75400161743164,83199.0
2005-07-21,45.98394394918017,46.40901089439725,45.01534877893143,45.098968505859375,54572.0
2005-07-22,45.99092592293799,46.82712344063861,44.73662964638706,46.06757736206055,163639.0
2005-07-25,46.40900698401165,46.54837318381534,45.99787669459074,46.12330627441406,29987.0
2005-07-26,45.29407902431298,46.26964245823456,45.29407902431298,45.76095581054688,13929.0
2005-07-27,45.92122914402662,45.9909122497848,45.29408119220299,45.98394393920898,63656.0
2005-07-28,56.26586151123047,56.26586151123047,56.26586151123047,56.26586151123047,0.0
2005-07-29,45.36375828101761,46.65986387620734,45.29407518450203,45.970001220703125,190264.0
2005-08-01,45.36376918640484,46.40901588541436,45.3289276297712,45.99091720581055,113011.0
2005-08-02,45.914265781216514,46.26964965887975,45.747026309375,45.99091720581055,61331.0
2005-08-03,46.82712001214878,48.22078764372817,45.781873191551696,45.97698593139648,27291.0
2005-08-04,46.25571303622629,46.25571303622629,45.712184752741344,45.99091720581055,144932.0
2005-08-05,45.851549095379966,46.130281536996925,45.851549095379966,45.95607376098633,45444.0
2005-08-08,45.99091309628543,46.40901173852997,45.43344823995938,45.80276870727539,32268.0
2005-08-09,45.29408607313754,46.395079262760895,45.29408607313754,45.99091720581055,123309.0
2005-08-10,45.99090649373817,46.13027268781199,45.99090649373817,46.08846282958984,25876.0
2005-08-11,45.99090308973785,46.13026927349653,45.99090308973785,45.99787139892578,91662.0
2005-08-12,45.46829276475078,46.13028232489779,45.46829276475078,45.91426467895508,66965.0
2005-08-16,46.68776018334409,46.68776018334409,45.57283008820531,45.712196350097656,15006.0
2005-08-17,45.78186307447556,46.68774345214096,45.712179968501296,46.520503997802734,76376.0
2005-08-18,46.68774833848356,46.68774833848356,45.712184752741344,45.99091720581055,54171.0
2005-08-19,46.18602872910687,49.47507679442161,46.18602872910687,47.06404113769531,240422.0
2005-08-22,45.99091451300588,48.63887786623895,45.99091451300588,46.813175201416016,43246.0
2005-08-23,46.90375652328367,47.38457511190306,44.59724593964643,45.25923538208008,29615.0
2005-08-24,44.87598100756566,46.269643074589965,44.87598100756566,46.137245178222656,29219.0
2005-08-25,45.99090952306477,46.6877405393327,45.99090952306477,46.13027572631836,20507.0
2005-08-26,46.40901394554094,46.96648403249338,46.30448928000907,46.771366119384766,27956.0
2005-08-29,45.963044091716576,47.52395103747612,45.5728186563057,47.13372039794922,34818.0
