,Open,High,Low,Close,Volume
2005-01-03,26.079842387883804,27.54081784905328,26.079842387883804,27.35117149353028,12140.0
2005-01-04,26.22031889367236,28.37666411342542,26.22031889367236,27.77962875366211,8860.0
2005-01-05,27.42843186317988,28.657618974533527,26.57151467041,27.161521911621094,16400.0
2005-01-06,27.04212334788852,27.323081545347247,26.711997867786906,27.063194274902344,16840.0
2005-01-07,26.831398939945448,27.751531568295658,26.831398939945448,27.67427062988281,11440.0
2005-01-10,27.814745273586613,29.49346580119913,27.18259355520492,28.313446044921875,21860.0
2005-01-11,29.142272254380835,29.142272254380835,27.042117049996783,28.06058692932129,7170.0
2005-01-12,26.978899939862224,28.025466103706947,25.855072839921384,26.487224578857425,6780.0
2005-01-13,26.571510840558386,27.95522231018316,26.150073712617,27.330093383789062,5100.0
2005-01-14,27.73748408909887,28.78404753003269,26.978898818604648,27.92010498046875,7440.0
2005-01-17,26.33972895759808,28.081662711130665,25.995555320275844,27.210697174072266,2150.0
2005-01-18,26.697947866861952,27.913089710389563,26.697947866861952,27.52677154541016,1680.0
2005-01-19,27.06319058612474,27.393316021229467,27.06319058612474,27.35117149353028,940.0
2005-01-20,27.112354975063464,27.723438504261694,26.072814183916933,26.32567596435547,3560.0
2005-01-24,27.33009669835868,27.35819304617857,26.093886867850262,26.466154098510746,1620.0
2005-01-25,26.69092274828761,26.97188090161474,26.44508637368801,26.83140182495117,1620.0
2005-01-27,27.533790210814004,29.2897716951846,27.533790210814004,28.011417388916016,11270.0
2005-01-28,28.08165719312295,28.58738074714789,27.39331273315304,28.496068954467773,14600.0
2005-01-31,29.0088158495416,30.20288388797241,28.1097541168009,29.99918937683105,9210.0
2005-02-01,29.85167729888413,32.99839496086031,29.36000207807846,31.776233673095703,15930.0
2005-02-02,31.818389731990777,32.942219693472325,30.90527973038524,31.70600700378418,6640.0
2005-02-03,31.95886518962385,32.62613873496059,31.04575529151765,31.29159164428711,8350.0
2005-02-04,31.60767399954125,32.94222130684373,31.25647762176857,31.65684127807617,6880.0
